name,city,state,county,phone,address,licences,capacity,licensedBy,outOfState,source
"Salisbury Ag Center, Inc.",Salisbury,MO,Chariton,(660) 388-6448,202 E Front Street,dealer+warehouse,779000,,,registry-mo
Scoular Company - Missouri,Butterfield,MO,,417-697-4014,,,,,,barchart
"Shawneetown Feed and Seed Company, Inc.",Jackson,MO,Cape Girardeau,(573) 833-6262,12778 US Hwy 61,dealer+warehouse,110000,,,registry-mo
Show-Me MFA Agri Services,Centralia,MO,,(573) 682-2157,,,,,,barchart
Show-Me MFA Agri Services,Clark,MO,,573-641-551,,,,,,barchart
Show-Me MFA Agri Services,Moberly,MO,,660-263-1900 ,,,,,,barchart
Show-Me MFA Agri Services- Centralia,Centralia,MO,Boone,(573) 682-2157,202 N JeffersonPO Box 67,dealer+warehouse,2091000,,,registry-mo
Show-Me MFA Agri Services- Clark,Clark,MO,Randolph,(573) 641-5511,400 Main Street,dealer+warehouse,,,,registry-mo
Show-Me MFA Agri Services- Moberly,Moberly,MO,Randolph,(660) 263-1900,1805 N Morley Street,dealer+warehouse,,,,registry-mo
"Smart Brothers Farms, Inc.",Tebbetts,MO,Callaway,(573) 295-4583,5623 State Highway 94,dealer+warehouse,297000,,,registry-mo
Smithfield Grain - West,Nevada,MO,,417-667-3397,,,,,,barchart
Smithfield Grain- Laclede,Laclede,MO,Linn,(660) 963-2227,605 Front Street,dealer+warehouse,,,,registry-mo
Smithfield Grain- Lucerne,Lucerne,MO,Mercer,(660) 748-7228,"US 136RR 2, Box 300D",dealer+warehouse,,,,registry-mo
Smithfield Grain- Nevada,Nevada,MO,Vernon,(417) 669-3397,1300 Murphy Mill Road,dealer+warehouse,,,,registry-mo
Spring River MFA Agri Services,Lamar,MO,,(870) 598-2225,,,,,,barchart
"Stokes Mayberry Gin Co., Inc.",Malden,MO,Dunklin,(573) 276-2226,400 W Laclede,dealer+warehouse,1405000,,,registry-mo
StoneX Commodity Solutions LLC,Kansas City,MO,,,1251 NW Briarcliff Pkwy,dealer+warehouse,,,,registry-wi
STONEX COMMODITY SOLUTIONS LLC,KANSAS CITY,MO,,,,dealer+warehouse,,,,registry-sd
"StoneX Commodity Solutions, LLC",Kansas City,MO,Jackson,(816) 410-7178,1251 NW Briarcliff ParkwaySuite 800,dealer+warehouse,,,,registry-mo
"StoneX Commodity Solutions, LLC Kansas",City,MO,,,,dealer,,,,registry-id
"Stover Milling Co., Inc.",Stover,MO,Morgan,(573) 377-2611,101 Maple Street,dealer+warehouse,55000,,,registry-mo
"Straatmann Feed and Transfer, Inc.",Labadie,MO,Franklin,(636) 742-4703,3601 Old Hwy 100,dealer+warehouse,116000,,,registry-mo
"Straightway Farm Service, Inc.",Jackson,MO,Cape Girardeau,(573) 243-3508,2015 W Jackson Boulevard,dealer+warehouse,91000,,,registry-mo
Sullivan County Farm Supply,Milan,MO,Sullivan,(660) 265-4911,1122 S. Pearl Street,dealer+warehouse,,,,registry-mo
SureSource Commodities Organic Food Divi,Jefferson City,MO,Cole,(888) 697-5960,"4427 VanDerWal DrivePetrolia, ON N0N 1R0",dealer+warehouse,,,,registry-mo
The Consumers Oil and Supply Co.,Braymer,MO,Caldwell,(660) 645-2215,100 Railroad Street,dealer+warehouse,933000,,,registry-mo
"The Grain Exchange, LLC",Lathrop,MO,Clinton,(816) 686-5975,6169 E MO 116,dealer+warehouse,,,,registry-mo
The Scoular Company- Adrian,Adrian,MO,Bates,(816) 297-4502,15 Quail Run,dealer+warehouse,4112000,,,registry-mo
The Scoular Company- Purdy,Purdy,MO,Barry,(417) 442-3125,8651 Farm Road 2115,dealer+warehouse,789000,,,registry-mo
"Twillman Feed Service, LLC",Fulton,MO,Callaway,(573) 642-4539,3789 State Road JJ,dealer+warehouse,618000,,,registry-mo
"Tyson Chicken, Inc.- Essex",Essex,MO,Stoddard,(573) 283-9051,15100 County Rd 787,dealer+warehouse,,,,registry-mo
"Tyson Poultry, Inc.- Aurora",Aurora,MO,Lawrence,(417) 678-5316,100 Wolfe Drive,dealer+warehouse,,,,registry-mo
"Tyson Poultry, Inc.- Sedalia",Sedalia,MO,Pettis,(660) 827-8858,22749 Highway TPO Box 1058,dealer+warehouse,,,,registry-mo
"United Cooperatives, Inc.",Plattsburg,MO,Clinton,(816) 930-2171,401 N 7th,dealer+warehouse,,,,registry-mo
"United Cooperatives, Inc.- Osborn",Osborn,MO,Clinton,(816) 675-2297,609 Clinton AvenuePO Box 116,dealer+warehouse,,,,registry-mo
Ursa Farmers Cooperative Co.,Canton,MO,Lewis,(573) 288-0311,307 Elm Street,dealer+warehouse,13456000,,,registry-mo
"Viserion Grain, LLC",Caruthersville,MO,Pemiscot,(573) 333-4121,100 Ward Avenue,dealer+warehouse,,,,registry-mo
W.A. Rootes and Company,Tebbetts,MO,Callaway,(573) 295-4211,5539 Hwy 94,dealer+warehouse,,,,registry-mo
West Central MFA Agri Services- Adrian,Adrian,MO,Bates,(816) 297-2138,438 NW County Road 11002,dealer+warehouse,6003000,,,registry-mo
West Central MFA Agri Services- Centerview,Centerview,MO,Johnson,(660) 656-3311,103 S MainPO Box 99,dealer+warehouse,,,,registry-mo
West Central MFA Agri Services- Chilhowee,Chilhowee,MO,Johnson,(660) 678-2411,209 E BarnumPO Box 67,dealer+warehouse,,,,registry-mo
"WEST PLAINS, LLC",KANSAS CITY,MO,,,,dealer,"1,000,000",,,registry-ne
"Wies Farm, Inc.",Fayette,MO,Howard,(660) 248-3051,2717 State Route W,dealer+warehouse,,,,registry-mo
Wynn Brothers Trucking,Burlington Jct.,MO,Nodaway,(660) 725-3361,21198 US Hwy 71,dealer+warehouse,,,,registry-mo
Columbia Grain,Choteau,MT,, 406-466-5371,,,,,,barchart
Columbia Grain,Conrad,MT,,406-278-3256,,,,,,barchart
Columbia Grain,Fort Benton,MT,,406-735-5336,,,,,,barchart
Columbia Grain,Fort Benton,MT,,406-734-5336,,,,,,barchart
Columbia Grain,Great Falls,MT,, 406-771-8139,,,,,,barchart
"EGT, LLC",SIDNEY,MT,,,,dealer+warehouse,,,,registry-sd
"Montana Flour & Grains, Inc. Fort",Benton,MT,,,,dealer,,,,registry-id
Mountain View Co-op,Dutton,MT,,(406) 753-2530,,,,,,barchart
Cargill US,Fayetteville,NC,,1-800-811-1852,,,,,,barchart
Cargill US,Selma,NC,,919-965-2303,,,,,,barchart
"3C Land Holdings, LLC",Lignite,ND,Burke,,,dealer+warehouse,,,,registry-nd
"ADM Edible Bean Specialties, Inc.",Casselton,ND,Cass,,,dealer+warehouse,,,,registry-nd
"ADM Edible Bean Specialties, Inc.",Cavalier,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"ADM Edible Bean Specialties, Inc.",Galesburg,ND,Traill,,,dealer+warehouse,,,,registry-nd
"ADM Edible Bean Specialties, Inc.",Grafton,ND,Walsh,,,dealer+warehouse,,,,registry-nd
"ADM Edible Bean Specialties, Inc.",Inkster,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"ADM Edible Bean Specialties, Inc.",Northwood,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"ADM Edible Bean Specialties, Inc.",St. Thomas,ND,Pembina,,,dealer+warehouse,,,,registry-nd
ADM Grain,Enderlin,ND,,701-437-3000,,,,,,barchart
ADM Grain,Hensler,ND,,701-794-3780,,,,,,barchart
ADM Grain,Velva,ND,,701-338-2491,,,,,,barchart
"Agronomy Sciences, llc Hefty Seed Company",Pembina,ND,Pembina,,,dealer+warehouse,,,,registry-nd
Agtegra Cooperative,Hague,ND,Emmons,,,dealer+warehouse,,,,registry-nd
"Alliance Valley Bean, LLC",Larimore,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"Alliance Valley Bean, LLC",Sharon,ND,Steele,,,dealer+warehouse,,,,registry-nd
Alsen Farmers Elevator Company,Alsen,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
"Alton Grain Terminal, LLC",Hillsboro,ND,Traill,,,dealer+warehouse,,,,registry-nd
Alton Terminal,Hillsboro,ND,,701-636-5130,,,,,,barchart
"American Bean, LLC",Cavalier,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
"American Bean, LLC",Drayton,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"American Bean, LLC",Petersburg,ND,Nelson,,,dealer+warehouse,,,,registry-nd
"American Bean, LLC",Sharon,ND,Steele,,,dealer+warehouse,,,,registry-nd
"American Bean, LLC",Webster,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
"ANCHOR INGREDIENTS CO, LLC",FARGO,ND,,,,dealer+warehouse,,,,registry-sd
"Anchor Ingredients Co., LLC",Buffalo,ND,Cass,,,dealer+warehouse,,,,registry-nd
"Anchor Ingredients Co., LLC",Hatton,ND,Traill,,,dealer+warehouse,,,,registry-nd
"Anchor Ingredients Co., LLC",Hillsboro,ND,Traill,,,dealer+warehouse,,,,registry-nd
Archer Daniels Midland Company,Enderlin,ND,Cass,,,dealer+warehouse,,,,registry-nd
Archer Daniels Midland Company,Hebron,ND,Morton,,,dealer+warehouse,,,,registry-nd
Archer Daniels Midland Company,Hensler,ND,Oliver,,,dealer+warehouse,,,,registry-nd
Archer Daniels Midland Company,Velva,ND,McHenry,,,dealer+warehouse,,,,registry-nd
"ARCHER DANIELS MIDLAND COMPANY ADM GRAIN ENDERLIN, ND",ENDERLIN,ND,,,,dealer+warehouse,,,,registry-sd
"Ardent Mills, LLC",Richardton,ND,Stark,,,dealer+warehouse,,,,registry-nd
Arthur Companies,Anamoose,ND,,701-712-2614,,,,,,barchart
Arthur Companies,Arthur,ND,,701-967-8312,,,,,,barchart
Arthur Companies,Ayr,ND,,701-668-2973,,,,,,barchart
Arthur Companies,Pillsbury,ND,,701-997-6104,,,,,,barchart
Berthold Farmers Elevator LLC,Berthold,ND,Ward,,,dealer+warehouse,,,,registry-nd
Berthold Farmers Elevator LLC,Carpio,ND,Ward,,,dealer+warehouse,,,,registry-nd
Berthold Farmers Elevator LLC.,Berthold,ND,,701-453-3431,,,,,,barchart
"Birdsall Grain & Seed, LLC",Berthold,ND,Ward,,,dealer+warehouse,,,,registry-nd
Bison Grain Company dba New Leipzig Grain Co.,New Leipzig,ND,Grant,,,dealer+warehouse,,,,registry-nd
Blue Flint Ethonal LLC,Underwood,ND,,701-442-7500,,,,,,barchart
Bollingberg Seeds Company,Cathay,ND,Wells,,,dealer+warehouse,,,,registry-nd
Border Ag & Energy,Bottineau,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Border Ag & Energy,Kramer,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Border Ag & Energy,Lansford,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Border Ag & Energy,Newburg,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Border Ag & Energy,Souris,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Border Ag & Energy,Westhope,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Border Ag & Energy,Lansford,ND,,N/A,,,,,,barchart
"Bowman Grain, Inc.",Bowman,ND,Bowman,,,dealer+warehouse,,,,registry-nd
Bunge USA LLC,Minot,ND,Ward,,,dealer+warehouse,,,,registry-nd
Bunge USA LLC,Northgate,ND,Burke,,,dealer+warehouse,,,,registry-nd
Cargill US,Wahpeton,ND,,701-671-1675,,,,,,barchart
Cargill US,West Fargo,ND,,866-414-5356,,,,,,barchart
"CARGILL, INCORPORATED FWEST",ARGO,ND,,,,dealer+warehouse,,,,registry-sd
CenDak Cooperative,Carrington,ND,Foster,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Esmond,ND,Benson,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Fessenden,ND,Wells,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Hamberg,ND,Wells,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Harlow,ND,Wells,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Heimdal,ND,Wells,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Leeds,ND,Benson,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Maddock,ND,Benson,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,New Rockford,ND,Eddy,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Oberon,ND,Benson,,,dealer+warehouse,,,,registry-nd
CenDak Cooperative,Sheyenne,ND,Eddy,,,dealer+warehouse,,,,registry-nd
Central Valley Bean Cooperative,Buxton,ND,Traill,,,dealer+warehouse,,,,registry-nd
Central Valley Bean Cooperative,Grafton,ND,Walsh,,,dealer+warehouse,,,,registry-nd
Central Valley Bean Cooperative,Pisek,ND,Walsh,,,dealer+warehouse,,,,registry-nd
Central Valley Bean Cooperative,Webster,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
CHS - Dakota Plains Ag,Casselton,ND,,701-428-3134,,,,,,barchart
CHS - Dakota Plains Ag,Galchutt,ND,,701-533-8881,,,,,,barchart
CHS - Dakota Plains Ag,Gwinner,ND,, 701-538-4585,,,,,,barchart
CHS - Dakota Plains Ag,Harwood,ND,,701-282-3658,,,,,,barchart
CHS - Dakota Plains Ag,Kindred,ND,,701-428-3135,,,,,,barchart
CHS - Dakota Plains Ag,Mooreton,ND,,800-441-7996,,,,,,barchart
CHS - Garrison,Garrison,ND,,701-463-2244,,,,,,barchart
CHS - Northern Plains,Ashley,ND,,701-288-3445,,,,,,barchart
CHS - Northern Plains,Strasburg,ND,,701-336-7224,,,,,,barchart
CHS - South Central,Napoleon,ND,,(701) 754-2573,,,,,,barchart
CHS - South Central,Sterling,ND,,(701) 387-450,,,,,,barchart
CHS - SouthWest Grains,New Salem,ND,,701-843-7555,,,,,,barchart
CHS - SunPrairie Grain,Lansford,ND,,701-784-5850,,,,,,barchart
CHS - SunPrairie Grain,Minot,ND,,(701) 857-9318,,,,,,barchart
CHS - SunPrairie Grain,Mohall,ND,,701-756-6688,,,,,,barchart
CHS - SunPrairie Grain,Norma,ND,,701-467-3300,,,,,,barchart
CHS INC,GRANDIN,ND,,,,dealer+warehouse,,,,registry-sd
"CHS, Inc.",Ashley,ND,McIntosh,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Belfield,ND,Stark,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Bowbells,ND,Burke,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Calvin,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Cavalier,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Devils Lake,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Dickinson,ND,Stark,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Drayton,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Edgeley,ND,LaMoure,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Edmore,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Elgin,ND,Grant,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Galchutt,ND,Richland,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Garrison,ND,McLean,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Gladstone,ND,Stark,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Glasston,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Grandin,ND,Cass,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Gwinner,ND,Sargent,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Hannaford,ND,Griggs,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Harwood,ND,Cass,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Hazelton,ND,Emmons,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Hensel,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Hettinger,ND,Adams,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Joliette,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Kindred,ND,Cass,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Lakota,ND,Nelson,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Langdon,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Lankin,ND,Walsh,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Lansford,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Manvel,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Milton,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Minot,ND,Ward,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Mohall,ND,Renville,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Mooreton,ND,Richland,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Napoleon,ND,Logan,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",New England,ND,Hettinger,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",New Salem,ND,Morton,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Norma,ND,Barnes,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Reeder,ND,Adams,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Regent,ND,Hettinger,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Ryder,ND,Ward,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Sarles,ND,Towner,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Sterling,ND,Burleigh,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Strasburg,ND,Emmons,,,dealer+warehouse,,,,registry-nd
"CHS, Inc.",Taylor,ND,Stark,,,dealer+warehouse,,,,registry-nd
Clifford Farmers Cooperative Elevator Company,Clifford,ND,Traill,,,dealer+warehouse,,,,registry-nd
Clifford Farmers Cooperative Elevator Company,Galesburg,ND,Traill,,,dealer+warehouse,,,,registry-nd
Clifford Farmers Cooperative Elevator Company,Gardner,ND,Cass,,,dealer+warehouse,,,,registry-nd
Clifford Farmers Cooperative Elevator Company,Hope,ND,Steele,,,dealer+warehouse,,,,registry-nd
Clifford Farmers Cooperative Elevator Company,Hunter,ND,Cass,,,dealer+warehouse,,,,registry-nd
Co-op Elevator of McClusky,McClusky,ND,Sheridan,,,dealer+warehouse,,,,registry-nd
Columbia Grain,Valley City,ND,,701-845-1921,,,,,,barchart
"Columbia Grain International, LLC",Arvilla,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Carrington,ND,Foster,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Crystal,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Grafton,ND,Walsh,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Jamestown,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Larimore,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Merrifield,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Minto,ND,Walsh,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",New Rockford,ND,Eddy,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Rogers,ND,Barnes,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Ross,ND,Mountrail,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Valley City,ND,Barnes,,,dealer+warehouse,,,,registry-nd
"Columbia Grain International, LLC",Walhalla,ND,Pembina,,,dealer+warehouse,,,,registry-nd
Consolidated Grain & Barge,Casselton,ND,,(701) 895-1010,,,,,,barchart
"Country Grain Cooperative, Inc.",Cleveland,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
"Country Grain Cooperative, Inc.",Eldridge,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
"Country Grain Cooperative, Inc.",Pingree,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
Country Pride Coop,Strasburg,ND,,701-336-7224,,,,,,barchart
"DAKOTA AGSYNERGY, LLC",BISMARCK,ND,,,,dealer+warehouse,,,,registry-sd
Dakota Dry Bean LLC,Crary,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
Dakota Dry Bean LLC,Devils Lake,ND,Ramsey,,,dealer+warehouse,,,,registry-nd
Dakota Dry Bean LLC,lansford,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
"Dakota Grain & Livestock Supply, Inc.",Elgin,ND,Grant,,,dealer+warehouse,,,,registry-nd
Dakota Midland Grain,Balfour,ND,,701-465-3900,,,,,,barchart
"Dakota Midland Grain, LLC",Balfour,ND,McHenry,,,dealer+warehouse,,,,registry-nd
"Dakota Midland Grain, LLC",Norwich,ND,Ward,,,dealer+warehouse,,,,registry-nd
"Dakota Midland Grain, LLC",Voltaire,ND,McHenry,,,dealer+warehouse,,,,registry-nd
"Demson Grain Company, Inc.",Fairmount,ND,Richland,,,dealer+warehouse,,,,registry-nd
"Dicks' Seed, LLC",Munich,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
"Direct Grain, Inc.",Wyndmere,ND,Richland,,,dealer+warehouse,,,,registry-nd
Edinburg Farmers Elevator Company,Edinburg,ND,Walsh,,,dealer+warehouse,,,,registry-nd
Embden Grain Co.,Embden,ND,Cass,,,dealer+warehouse,,,,registry-nd
Embden Grain Company,Embden,ND,,701-633-5438,,,,,,barchart
Emerado Farmers Elevator,Emerado,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
Equity Elevator & Trading Co.,Turtle Lake,ND,McLean,,,dealer+warehouse,,,,registry-nd
Evergreen Grain Company,Tower City,ND,Barnes,,,dealer+warehouse,,,,registry-nd
Farmers Coop Elevator Lidgerwood-Geneseo,Geneseo,ND,,17015384819,,,,,,barchart
Farmers Coop Elevator Lidgerwood-Geneseo,Lidgerwood,ND,,17015384617,,,,,,barchart
"Farmers Cooperative Elevator Company of Lidgerwood, North Dakota (The)",Geneseo,ND,Sargent,,,dealer+warehouse,,,,registry-nd
"Farmers Cooperative Elevator Company of Lidgerwood, North Dakota (The)",Lidgerwood,ND,Richland,,,dealer+warehouse,,,,registry-nd
Farmers Cooperative Elevator Company of Streeter,Streeter,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
Farmers Elevator Company of Forest River,Forest River,ND,Walsh,,,dealer+warehouse,,,,registry-nd
Farmers Elevator Inc of Grace City,Grace City,ND,Foster,,,dealer+warehouse,,,,registry-nd
Finley Farmers Grain & Elevator Company,Cooperstown,ND,Griggs,,,dealer+warehouse,,,,registry-nd
Finley Farmers Grain & Elevator Company,Finley,ND,Steele,,,dealer+warehouse,,,,registry-nd
Fordville Cooperative Marketing Assn.,Fordville,ND,Walsh,,,dealer+warehouse,,,,registry-nd
Forest River Bean Co Inc,Forest River,ND,Walsh,,,dealer+warehouse,,,,registry-nd
Full Circle Ag,Forman,ND,Sargent,,,dealer+warehouse,,,,registry-nd
Fullerton Farmers Elevator,Fullerton,ND,Dickey,,,dealer+warehouse,,,,registry-nd
Fullerton Farmers Elevator,Fullerton,ND,,8887656965,,,,,,barchart
Genesis seed solutions llc,berthold,ND,Ward,,,dealer+warehouse,,,,registry-nd
GLINZ GRAIN LLC,Pingree,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
HALO COMMODITY COMPANY LLC,FARGO,ND,,,,dealer+warehouse,,,,registry-sd
HESCO GRAINS LLC,FARGO,ND,,,,dealer+warehouse,,,,registry-sd
"Hesco Grains, LLC",Fargo,ND,,,4666 Amber Valley Parkway,dealer+warehouse,,,,registry-wi
Hoople Farmers Grain Company,hoople,ND,Walsh,,,dealer+warehouse,,,,registry-nd
Horizon Resources,Alamo,ND,Williams,,,dealer+warehouse,,,,registry-nd
Horizon Resources,Grenora,ND,Williams,,,dealer+warehouse,,,,registry-nd
Horizon Resources,Watford CIty,ND,McKenzie,,,dealer+warehouse,,,,registry-nd
Horizon Resources,Williston,ND,Williams,,,dealer+warehouse,,,,registry-nd
Horizon Resources,Zahl,ND,Williams,,,dealer+warehouse,,,,registry-nd
Hunter Grain Company,Casselton,ND,,701-347-4000,,,,,,barchart
Hunter Grain Company,Hillsboro,ND,,701-636-5130,,,,,,barchart
Hunter Grain Company,Hunter,ND,,701-874-2112,,,,,,barchart
James Miller,Fairmount,ND,Richland,,,dealer+warehouse,,,,registry-nd
"James Valley Grain, LLC",Berlin,ND,LaMoure,,,dealer+warehouse,,,,registry-nd
"James Valley Grain, LLC",Oakes,ND,Dickey,,,dealer+warehouse,,,,registry-nd
"James Valley Grain, LLC",Verona,ND,LaMoure,,,dealer+warehouse,,,,registry-nd
"James Valley Grain, LLC",Oakes,ND,,701-742-3363,,,,,,barchart
Johnstown Bean Company,Gilby,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
"Kelley Bean Co., Inc.",Cavalier,ND,Pembina,,,dealer+warehouse,,,,registry-nd
"Kelley Bean Co., Inc.",Hatton,ND,Traill,,,dealer+warehouse,,,,registry-nd
"Kelley Bean Co., Inc.",Mayville,ND,Traill,,,dealer+warehouse,,,,registry-nd
"Kelley Bean Co., Inc.",Oakes,ND,Dickey,,,dealer+warehouse,,,,registry-nd
Kensal Farmers Elevator Company,Carrington,ND,Foster,,,dealer+warehouse,,,,registry-nd
Kensal Farmers Elevator Company,Kensal,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
Kirkeide Legacy Partners Company dba Kirkeides Northland Bean & Seed,Fessenden,ND,Wells,,,dealer+warehouse,,,,registry-nd
Klindworth Seed & Bean Company Inc,Fessenden,ND,Wells,,,dealer+warehouse,,,,registry-nd
Knudson Farms Co dba Manvel Bean Company,Manvel,ND,Grand Forks,,,dealer+warehouse,,,,registry-nd
Koppinger Trucking LLC,Dickinson,ND,Stark,,,dealer+warehouse,,,,registry-nd
Larson Grain Company,Adrian,ND,LaMoure,,,dealer+warehouse,,,,registry-nd
Larson Grain Company,Englevale,ND,Ransom,,,dealer+warehouse,,,,registry-nd
Larson Grain Company,LaMoure,ND,LaMoure,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Bisbee,ND,Towner,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Cando,ND,Towner,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Egeland,ND,Towner,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Overly,ND,Bottineau,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Perth,ND,Towner,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Rock Lake,ND,Towner,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Rolette,ND,Rolette,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Rolla,ND,Rolette,,,dealer+warehouse,,,,registry-nd
Legacy Cooperative,Wales,ND,Cavalier,,,dealer+warehouse,,,,registry-nd
"Legume Matrix, LLC",Jamestown,ND,Stutsman,,,dealer+warehouse,,,,registry-nd
"Lighthouse Commodities, LLC",Bismarck,ND,,,4719 Shelburne St STE 9,dealer+warehouse,,,,registry-wi
"LIGHTHOUSE COMMODITIES, LLC",BISMARCK,ND,,,,dealer+warehouse,,,,registry-sd
"LIGHTHOUSE COMMODITIES, LLC",BISMARCK,ND,,,,dealer,"473,000",,,registry-ne
LLC,CASSELTON,ND,,,,dealer+warehouse,,,,registry-sd
Maple River Coop,Casselton,ND,Cass,,,dealer+warehouse,,,,registry-nd
Maple River Coop,Durbin,ND,Cass,,,dealer+warehouse,,,,registry-nd
Maple River Coop,Harwood,ND,Cass,,,dealer+warehouse,,,,registry-nd
